ID,Name,Gender,Age,Education,City,JoiningYear,Department,PaymentTier,Salary
14342,Brandon Wells,Male,31,Bachelors,"Washington, D.C.",2012,Operations,3,104700
14343,Matthew Branch,Male,26,Bachelors,Jacksonville,2013,Customer Service,3,109600
14344,Preston Carr,Male,31,Bachelors,Seattle,2012,Finance & Accounting,3,98600
14345,Francis Lester,Male,33,Bachelors,Austin,2015,Sales,2,78900
14346,Ariana Petty,Female,38,Bachelors,Chicago,2017,IT,2,74000
14347,Connor Caldwell,Male,38,Bachelors,San Jose,2014,R&D,3,104100
14348,Addison Mcgee,Others,32,Bachelors,Jacksonville,2012,IT,3,102500
14349,Coraline Carr,Others,26,Bachelors,Dallas,2014,Marketing,3,119400
14350,Clayton Lang,Male,33,Masters,New York City,2017,R&D,2,78000
14351,Brielle Perry,Female,34,Bachelors,San Diego,2015,HR,3,99700
14352,Cassian Curtis,Male,36,Bachelors,Denver,2018,Sales,3,108100
14353,Valentina Kelly,Female,27,Bachelors,Seattle,2014,Legal,3,118300
14354,Sadie Frederick,Female,27,Masters,Philadelphia,2017,Procurement & Supply Chain,2,75200
14355,Walker Lawson,Male,40,Bachelors,Philadelphia,2017,R&D,2,84600
14356,Angel Nicholson,Female,31,Masters,Houston,2012,R&D,3,107400
14357,Eden Cortez,Female,22,Bachelors,San Antonio,2014,Finance & Accounting,3,117600
14358,Ellen Gillespie,Female,22,Masters,Charlotte,2017,Customer Service,2,91100
14359,Emilia Francis,Female,26,Bachelors,San Antonio,2016,Operations,3,115900
14360,Andrew Wright,Male,28,Bachelors,Indianapolis,2017,R&D,3,103800
14361,Davina Mcgrath,Female,38,Bachelors,Denver,2014,Procurement & Supply Chain,3,115800
14362,Reagan Stanley,Others,31,Masters,Seattle,2015,Customer Service,3,119700
14363,Felix Small,Male,24,Bachelors,Houston,2016,Operations,3,98200
14364,Karter Charles,Male,25,Bachelors,Seattle,2015,IT,2,86800
14365,Brynn Kramer,Female,26,PHD,Dallas,2013,IT,3,119000
14366,Dakota Hughes,Female,40,Bachelors,Jacksonville,2017,Sales,3,111700
14367,Steve Ward,Others,34,Bachelors,Houston,2018,Finance & Accounting,2,83200
14368,Celeste Smith,Female,32,Bachelors,"Washington, D.C.",2016,Sales,3,119000
14369,Axel English,Male,37,Bachelors,Seattle,2014,Sales,3,112900
14370,Miriam Scott,Female,33,Bachelors,Fort Worth,2015,Finance & Accounting,3,101800
14371,Mia Dickerson,Female,27,Bachelors,New York City,2016,Operations,3,109300
14372,Holly Roach,Others,36,Bachelors,Indianapolis,2012,Sales,3,107500
14373,Annie Howard,Female,30,Bachelors,San Antonio,2013,Marketing,3,99800
14374,Kelsey Hyde,Female,26,Masters,Jacksonville,2017,Operations,2,94700
14375,Alexis Massey,Female,23,Bachelors,San Diego,2012,Procurement & Supply Chain,3,113600
14376,Maya Burnett,Female,31,Masters,Columbus,2015,Sales,2,87400
14377,Vera Richardson,Female,22,Bachelors,Seattle,2013,Marketing,3,111300
14378,Mina Tanner,Female,24,Masters,San Diego,2017,Sales,2,91200
14379,Mara Andrews,Others,37,Bachelors,San Jose,2016,HR,3,104600
14380,Cesar Good,Others,35,Masters,Denver,2018,Marketing,3,108900
14381,Katherine Newman,Female,22,Bachelors,Boston,2013,Operations,3,110600
14382,Cara Gordon,Others,35,Bachelors,Boston,2012,Legal,3,99600
14383,Harrison Fowler,Male,30,Bachelors,Denver,2014,Legal,3,108200
14384,Nicholas Wilkinson,Male,30,Bachelors,Fort Worth,2014,R&D,3,119700
14385,Nova Russell,Female,29,Bachelors,San Diego,2014,Legal,3,99600
14386,Karina Griffin,Female,36,Masters,Denver,2017,Legal,3,116800
14387,Naomi Bright,Female,37,Bachelors,Los Angeles,2014,R&D,3,106800
14388,Nina Waller,Female,40,Bachelors,Indianapolis,2016,IT,3,98100
14389,Siena Neal,Others,26,Bachelors,"Washington, D.C.",2015,Legal,2,92100
14390,Tamara Hudson,Female,26,Masters,"Washington, D.C.",2017,IT,2,92000
14391,Samantha Summers,Female,38,Bachelors,Philadelphia,2017,Customer Service,3,104500
14392,Mara Hall,Others,31,Bachelors,San Antonio,2014,Sales,3,119700
14393,Patricia Floyd,Female,22,Bachelors,Boston,2014,Customer Service,3,99000
14394,Ariana Madden,Female,34,Bachelors,Dallas,2012,HR,3,100400
14395,Jade Holden,Female,31,Bachelors,Indianapolis,2015,Sales,3,101200
14396,Jordan Hale,Male,39,Bachelors,Chicago,2012,Customer Service,3,103100
14397,Craig Hebert,Male,33,Masters,Charlotte,2018,Finance & Accounting,3,108100
14398,Kunal Cline,Others,33,Bachelors,Indianapolis,2015,Operations,3,100700
14399,Noelle Mccarthy,Female,38,Bachelors,San Jose,2012,IT,3,98200
14400,Dorian Beasley,Male,22,Bachelors,Columbus,2017,IT,2,73900
14401,Joshua Randall,Male,32,Bachelors,Fort Worth,2014,HR,2,95600
14402,Hector Connolly,Male,34,Bachelors,Columbus,2014,R&D,3,111300
14403,Taylor Wilson,Male,31,Bachelors,"Washington, D.C.",2014,Sales,1,45100
14404,Holly Carroll,Others,23,Bachelors,Philadelphia,2016,Procurement & Supply Chain,3,111300
14405,Elizabeth Tanner,Female,39,Bachelors,San Antonio,2013,IT,2,70500
14406,Elsa Watson,Female,26,Bachelors,Houston,2017,HR,3,119700
14407,Alistair Thornton,Male,33,Bachelors,San Diego,2013,Operations,2,87900
14408,Xenia Spears,Others,27,Bachelors,Austin,2013,Customer Service,3,109500
14409,Liam Colon,Male,24,PHD,Chicago,2018,Procurement & Supply Chain,3,101300
14410,Alice Rivera,Female,38,Bachelors,Boston,2017,R&D,3,103600
14411,Piper Coffey,Female,27,Bachelors,Dallas,2017,Sales,3,108700
14412,Devin French,Male,27,Bachelors,Indianapolis,2014,R&D,3,102200
14413,Shane North,Male,23,Bachelors,Charlotte,2015,Procurement & Supply Chain,3,103400
14414,Luis Tate,Male,26,Bachelors,Columbus,2014,Legal,3,98600
14415,Tamara Macdonald,Female,31,Bachelors,Chicago,2016,Finance & Accounting,3,98700
14416,Emmanuel Moreno,Male,32,Bachelors,Boston,2017,Sales,3,106000
14417,Weston Dejesus,Male,36,Bachelors,San Antonio,2015,HR,2,79700
14418,Arielle Vega,Others,28,Bachelors,San Diego,2017,R&D,3,103800
14419,Ashley Wallace,Female,31,Bachelors,Dallas,2017,Customer Service,2,70100
14420,Raphael Brooks,Male,36,Masters,Chicago,2017,HR,2,87400
14421,Tara Smith,Female,24,Bachelors,Charlotte,2014,HR,3,99300
14422,Jaden Olson,Male,27,Bachelors,Dallas,2012,IT,3,116300
14423,Maria Cash,Female,28,Bachelors,Jacksonville,2017,IT,3,100100
14424,Pauline Cline,Female,39,Bachelors,Chicago,2015,Sales,3,110000
14425,Nathaniel Patterson,Male,23,Bachelors,Jacksonville,2013,Finance & Accounting,3,115800
14426,Albert Love,Others,32,Bachelors,Phoenix,2014,Operations,3,113500
14427,Samantha Gaines,Female,33,Masters,Phoenix,2013,R&D,3,102200
14428,Ruby Griffith,Female,39,Bachelors,Charlotte,2017,IT,3,101000
14429,Ivan Sloan,Male,24,Masters,San Diego,2017,Procurement & Supply Chain,2,86300
14430,Grace Vincent,Female,33,Bachelors,Columbus,2016,Customer Service,3,118000
14431,Cecilia Ritchie,Female,29,Bachelors,Seattle,2016,Legal,2,81000
14432,Jasmine Jensen,Female,24,Masters,Boston,2017,Finance & Accounting,3,100000
14433,Dylan Dean,Male,27,Masters,Seattle,2015,Procurement & Supply Chain,3,105100
14434,Oscar Brock,Male,35,Masters,Philadelphia,2013,R&D,2,78000
14435,Damian Garcia,Male,28,Bachelors,Austin,2015,Customer Service,2,73000
14436,Drew Aguilar,Male,22,Bachelors,San Diego,2016,Customer Service,3,118800
14437,Josie Acosta,Female,39,Bachelors,Fort Worth,2013,Legal,3,105900
14438,Daphne Carter,Female,36,Bachelors,Boston,2014,Operations,3,112100
14439,Bruno Dunlap,Others,40,Bachelors,Jacksonville,2017,IT,2,97500
14440,Steve Perry,Others,35,Bachelors,Fort Worth,2012,HR,3,115600
14441,Kaden Kemp,Male,33,Bachelors,Phoenix,2016,Procurement & Supply Chain,3,112000
14442,Emily Fox,Female,33,PHD,New York City,2018,Legal,3,101100
14443,Mae Stuart,Female,23,Bachelors,Denver,2012,HR,3,102500
14444,Alex Kelly,Male,28,Bachelors,Seattle,2014,IT,3,106000
14445,Simone Price,Female,27,Bachelors,New York City,2016,Legal,3,108700
14446,Mackenzie Santiago,Female,26,Bachelors,Boston,2017,Finance & Accounting,3,111400
14447,Jackie Fitzpatrick,Others,33,Bachelors,Jacksonville,2014,Legal,3,112900
14448,Kevin Atkinson,Male,35,Bachelors,Fort Worth,2016,Procurement & Supply Chain,3,106100
14449,Jenna Huff,Female,33,Bachelors,Philadelphia,2013,Finance & Accounting,3,99200
14450,Jaden Mann,Male,36,Bachelors,Seattle,2013,Customer Service,3,99700
14451,Jayden Dodson,Male,26,Bachelors,Denver,2015,R&D,3,103200
14452,Tiana Carroll,Others,26,Bachelors,San Antonio,2012,Operations,3,100200
14453,Benjamin Torres,Male,39,Bachelors,Austin,2014,Operations,3,103600
14454,Sage Moyer,Male,28,Bachelors,New York City,2013,Finance & Accounting,3,106000
14455,Scott Swanson,Male,24,Bachelors,San Jose,2018,Legal,3,118900
14456,Ayla Sinclair,Others,36,Bachelors,"Washington, D.C.",2012,Operations,3,109700
14457,Athena Rosario,Female,33,Bachelors,San Jose,2016,R&D,3,114100
14458,Lincoln Sandoval,Male,33,Bachelors,San Jose,2013,Finance & Accounting,1,54900
14459,Alexis Mccoy,Female,30,Masters,Columbus,2017,IT,2,75700
14460,Alina Moses,Female,27,Masters,San Diego,2012,Finance & Accounting,3,106200
14461,Tom Welch,Male,33,Bachelors,Houston,2015,Legal,3,101400
14462,Amelia Warren,Female,35,Bachelors,New York City,2016,Customer Service,2,81500
14463,Yasmine Burgess,Female,40,Bachelors,Chicago,2014,Operations,2,95600
14464,Nadia Wolf,Female,25,Bachelors,Chicago,2017,Procurement & Supply Chain,2,78100
14465,Alison Herrera,Female,38,Bachelors,Columbus,2014,Operations,3,98800
14466,Teagan Hart,Female,40,Bachelors,Houston,2017,Sales,2,94800
14467,Gwen Ballard,Female,29,Bachelors,Los Angeles,2014,R&D,3,108400
14468,Tiana Keith,Others,27,Bachelors,Denver,2012,Sales,3,107500
14469,Rajan Stokes,Others,40,Bachelors,San Jose,2015,R&D,3,119500
14470,Blair Gonzales,Male,25,Masters,Boston,2017,R&D,2,91600
14471,Alexis Guerrero,Female,39,Bachelors,Seattle,2016,IT,2,79800
14472,Blake Garcia,Male,22,Bachelors,Jacksonville,2017,Legal,2,93100
14473,Mara Miles,Others,35,PHD,Chicago,2015,HR,2,96900
14474,Casey Peterson,Male,25,Bachelors,Seattle,2012,Operations,3,98900
14475,Susan Mckay,Female,25,Bachelors,Chicago,2014,Procurement & Supply Chain,2,93000
14476,Kate Perez,Others,29,Bachelors,Boston,2015,Marketing,3,106300
14477,Dora Dickerson,Female,37,Masters,Indianapolis,2017,Finance & Accounting,1,59700
14478,Percy Koch,Male,35,Bachelors,Houston,2014,Procurement & Supply Chain,3,113900
14479,Josie Garner,Female,26,Bachelors,Indianapolis,2012,Sales,3,117400
14480,Lucian Salazar,Others,26,Masters,New York City,2018,Operations,3,115000
14481,Joy Pruitt,Female,24,Bachelors,Columbus,2013,Sales,3,112900
14482,Emmanuel Maddox,Male,31,Bachelors,Los Angeles,2014,Sales,3,108400
14483,Alisha Alvarez,Others,34,Bachelors,Chicago,2014,Operations,3,101400
14484,Tobias Townsend,Male,27,Masters,Phoenix,2018,Customer Service,3,119900
14485,Cesar Wells,Others,35,Bachelors,Boston,2016,Procurement & Supply Chain,3,114700
14486,Mariana Estes,Female,27,Bachelors,Chicago,2017,Marketing,3,117800
14487,Vivian Barber,Female,34,Masters,Indianapolis,2017,HR,3,111100
14488,Warren Small,Male,40,Bachelors,Denver,2018,Marketing,3,107500
14489,Tiana Wilkerson,Others,39,Bachelors,Houston,2012,IT,3,105100
14490,Elsa Francis,Female,39,Bachelors,Columbus,2013,Finance & Accounting,1,56000
14491,Emery Santiago,Others,22,Bachelors,Fort Worth,2015,HR,3,111600
14492,Eleanor Vines,Female,33,Masters,Phoenix,2017,Legal,2,81100
14493,Juliana Koch,Female,39,Bachelors,Boston,2014,Customer Service,3,117100
14494,Joshua Hodge,Male,39,Bachelors,Phoenix,2017,Procurement & Supply Chain,3,113600
14495,Anthony Head,Male,40,Bachelors,Phoenix,2017,HR,3,116800
14496,Diego Mcguire,Male,38,Bachelors,San Antonio,2014,Marketing,3,104400
14497,Mason Jarvis,Male,36,Bachelors,Los Angeles,2018,Marketing,3,112100
14498,Evelyn Wagner,Female,37,Bachelors,Jacksonville,2013,Customer Service,2,96200
14499,Arya Hughes,Others,33,Bachelors,Chicago,2017,Sales,2,77600
14500,Yasmin Bruce,Female,37,Bachelors,Charlotte,2013,HR,3,108200
14501,Keira Blake,Female,34,Bachelors,Indianapolis,2013,Legal,3,108900
14502,Sara Lucas,Female,28,Bachelors,Seattle,2015,Marketing,3,108600
14503,Callum English,Male,31,Bachelors,Seattle,2018,IT,3,102200
14504,Miranda Craig,Female,37,Masters,Chicago,2012,HR,3,119300
14505,Bradley Shepard,Male,26,Bachelors,Seattle,2018,Operations,3,102300
14506,Gage Morse,Male,34,Masters,San Diego,2014,R&D,3,99700
14507,Leslie Dodson,Female,39,Bachelors,Philadelphia,2015,Marketing,3,107000
14508,Isabella Hogan,Female,23,Bachelors,Phoenix,2017,IT,2,93600
14509,Yasmin Short,Female,35,Bachelors,Jacksonville,2013,Marketing,3,98300
14510,Gabriela Kidd,Female,25,Bachelors,San Diego,2015,Customer Service,3,112100
14511,Kayla Wheeler,Female,38,Bachelors,Seattle,2013,Customer Service,2,88500
14512,Winnie Guy,Female,23,Masters,San Antonio,2017,R&D,1,65200
14513,Drew Glenn,Male,26,Masters,New York City,2017,Sales,3,115800
14514,Robin Gallagher,Male,33,Masters,San Antonio,2018,Operations,3,114600
14515,Sutton Hurst,Others,37,Bachelors,Los Angeles,2015,Sales,2,94600
14516,Maria Atkinson,Female,35,Bachelors,Fort Worth,2013,IT,3,98600
14517,Cecilia Waters,Female,23,Bachelors,San Antonio,2013,IT,3,112900
14518,Brandon Welch,Male,31,Bachelors,San Diego,2013,Sales,3,112800
14519,Steve Guthrie,Others,24,Bachelors,Jacksonville,2017,Customer Service,3,112100
14520,Edward Ingram,Male,28,Bachelors,Indianapolis,2015,HR,3,113000
14521,Kayla Houston,Female,37,Bachelors,Boston,2013,Procurement & Supply Chain,2,78600
14522,Vivian Warner,Female,36,Bachelors,Columbus,2012,Legal,3,112200
14523,Teresa Barker,Female,28,Bachelors,San Jose,2015,Marketing,3,113400
14524,Virginia Schaefer,Female,30,Bachelors,Dallas,2017,Legal,2,87400
14525,Harper Kemp,Female,26,Bachelors,San Jose,2014,Customer Service,3,98400
14526,Simone Quinn,Female,29,Masters,Seattle,2015,IT,2,82000
14527,Bradley Wolfe,Male,39,Masters,San Diego,2018,Customer Service,3,101400
14528,Helena Hunter,Female,36,Bachelors,Chicago,2013,Legal,2,75700
14529,Nathan Raymond,Male,36,Bachelors,Seattle,2015,Procurement & Supply Chain,3,98100
14530,Alana Figueroa,Female,22,Bachelors,Indianapolis,2012,IT,3,114800
14531,Theo Avery,Male,31,Masters,San Diego,2017,Sales,3,101900
14532,Samuel Christian,Male,29,PHD,San Diego,2017,IT,3,109800
14533,Aarav Collier,Others,37,Bachelors,Denver,2014,Legal,3,104400
14534,Celeste Leach,Female,24,Bachelors,San Jose,2012,Operations,3,100200
14535,Paisley Silva,Female,28,Bachelors,Houston,2015,R&D,2,94200
14536,Lucia Mcconnell,Female,22,PHD,Fort Worth,2016,Operations,3,114600
14537,David Vines,Male,31,Bachelors,Austin,2015,Finance & Accounting,3,117800
14538,Dora Mathews,Female,28,Bachelors,Columbus,2013,Procurement & Supply Chain,2,74500
14539,Joel Hays,Male,22,Bachelors,Jacksonville,2014,HR,3,114700
14540,Catalina Dodson,Female,23,Bachelors,Austin,2016,Operations,3,116700
14541,Rowan Parsons,Female,25,Bachelors,Austin,2016,Finance & Accounting,1,42400
14542,Charlotte Glenn,Female,23,Bachelors,Columbus,2013,Marketing,1,64500
14543,Faith Mercer,Female,26,Bachelors,San Diego,2017,Marketing,2,94400
14544,Gideon Rivers,Male,22,Bachelors,Austin,2015,IT,2,75200
14545,Edith Patel,Female,38,Bachelors,Columbus,2015,HR,3,111600
14546,Gideon Mcneal,Male,25,Bachelors,San Jose,2017,Sales,3,118400
14547,Gianna Bryan,Female,37,Bachelors,Dallas,2017,Customer Service,3,110800
14548,Eliseo Pope,Others,30,PHD,Charlotte,2012,Sales,3,119700
14549,Griffin Harrell,Male,35,Bachelors,Fort Worth,2012,Procurement & Supply Chain,3,111000
14550,Leon Arnold,Male,23,PHD,San Jose,2014,Legal,3,98100
14551,Lily Adams,Female,25,Masters,Chicago,2017,Operations,2,79500
14552,Vera Olson,Female,39,Bachelors,Houston,2015,Procurement & Supply Chain,3,102900
14553,Heidi Davis,Female,32,PHD,Houston,2013,Marketing,1,55000
14554,Sutton Dodson,Others,28,Bachelors,Boston,2015,Marketing,3,110700
14555,Ivy Holland,Female,23,Bachelors,San Antonio,2015,IT,3,119400
14556,Alexander Velez,Male,34,PHD,Fort Worth,2014,R&D,1,56000
14557,Emma Connolly,Female,36,Bachelors,Dallas,2014,Marketing,1,59200
14558,Leila Campbell,Female,40,Bachelors,Seattle,2017,IT,3,118900
14559,Daniel Spears,Male,40,Bachelors,San Antonio,2016,IT,3,100700
14560,Raheem Wolfe,Male,25,Bachelors,Houston,2015,Finance & Accounting,3,117700
14561,Jillian Wiley,Female,22,Bachelors,San Diego,2013,Finance & Accounting,3,118500
14562,Yvette Hood,Female,34,Bachelors,San Diego,2015,Sales,3,118100
14563,Paige Pope,Female,23,Bachelors,Dallas,2017,Operations,3,103900
14564,Enzo Cordova,Male,24,Bachelors,Denver,2017,Operations,3,110500
14565,Samuel Simpson,Male,35,Bachelors,Austin,2015,Operations,1,42200
14566,Violet Pope,Female,24,Bachelors,San Antonio,2014,Finance & Accounting,3,112600
14567,Milo May,Male,28,Bachelors,New York City,2017,Sales,3,103800
14568,Kaden Christensen,Male,39,Masters,Charlotte,2017,Customer Service,2,95800
14569,Michael Powell,Male,31,PHD,Chicago,2017,HR,3,113400
14570,Elijah Austin,Male,32,Bachelors,New York City,2014,Marketing,3,106700
14571,Elias Berg,Male,37,Bachelors,"Washington, D.C.",2017,Legal,2,78000
14572,Holly Hood,Others,22,Bachelors,"Washington, D.C.",2014,Finance & Accounting,1,49900
14573,Ellen Maddox,Female,32,Bachelors,Phoenix,2015,HR,3,101100
14574,Malachi Gordon,Male,37,Bachelors,New York City,2016,Procurement & Supply Chain,3,116200
14575,Noelle Glass,Female,36,Bachelors,Seattle,2014,IT,3,112200
14576,Gemma Stuart,Female,24,Bachelors,Indianapolis,2013,Finance & Accounting,3,110900
14577,River Williams,Male,40,Masters,Phoenix,2017,Legal,3,118900
14578,Gwen Strong,Female,39,Bachelors,Los Angeles,2014,HR,3,111000
14579,Clara Terrell,Female,24,Bachelors,Philadelphia,2013,Legal,3,115600
14580,Brooklyn Heath,Female,25,Bachelors,Austin,2016,Legal,3,104300
14581,Ophelia Kerr,Female,26,Bachelors,Austin,2018,Procurement & Supply Chain,3,102700
14582,Frances Arnold,Female,33,Bachelors,Philadelphia,2017,IT,2,91100
14583,Alexandra Franklin,Female,36,Bachelors,Columbus,2016,HR,3,108200
14584,Winnie Griffin,Female,39,Bachelors,Denver,2015,Legal,1,64900
14585,Anne James,Female,34,Bachelors,Dallas,2014,Finance & Accounting,3,111200
14586,Peter Jennings,Male,23,Bachelors,Austin,2014,Procurement & Supply Chain,2,83500
14587,Natalia Logan,Female,33,Bachelors,"Washington, D.C.",2014,Procurement & Supply Chain,1,53500
14588,Bella Schaefer,Female,31,Bachelors,Columbus,2013,Marketing,3,103800
14589,Renee Brooks,Female,39,Bachelors,Denver,2015,Customer Service,3,115300
14590,Bruno Pierce,Others,36,Bachelors,Seattle,2017,Procurement & Supply Chain,3,105300
14591,Louis Sterling,Male,28,Bachelors,Dallas,2015,R&D,3,118100
14592,Sadie Moss,Female,28,Bachelors,Indianapolis,2013,Finance & Accounting,3,100400
14593,Callum Saunders,Male,24,Masters,New York City,2017,Customer Service,2,87200
14594,Kian Duke,Others,36,Bachelors,"Washington, D.C.",2013,HR,3,99300
14595,Knox Crane,Others,30,Bachelors,Chicago,2014,Procurement & Supply Chain,3,114600
14596,Jean Chase,Female,27,Bachelors,Boston,2018,Operations,3,101400
14597,Eric Hendrix,Male,25,Bachelors,Phoenix,2012,Operations,3,104500
14598,Simon Zamora,Male,31,Bachelors,Charlotte,2018,R&D,3,120000
14599,Martin Burns,Male,36,Bachelors,Chicago,2013,R&D,3,102000
14600,Madison Vines,Female,31,Bachelors,Austin,2017,R&D,2,87900
14601,Diego Chavez,Male,37,Bachelors,Dallas,2016,Customer Service,3,105300
14602,Samantha Hopper,Female,39,Bachelors,Seattle,2015,HR,3,105600
14603,Kunal Rush,Others,28,Bachelors,Indianapolis,2014,Procurement & Supply Chain,3,104700
14604,Shawn Bowen,Male,38,Bachelors,San Diego,2015,Sales,2,73800
14605,Elliot Clarke,Male,40,Masters,Los Angeles,2017,Procurement & Supply Chain,3,101700
14606,Aspen Hickman,Female,38,Masters,Houston,2015,R&D,3,99400
14607,Imogen Mclaughlin,Others,23,PHD,Fort Worth,2014,Procurement & Supply Chain,3,114400
14608,Joshua Ochoa,Male,39,Bachelors,Boston,2015,Sales,3,98700
14609,Kaden Finley,Male,22,Bachelors,San Diego,2014,Legal,1,46200
14610,Norah Burke,Female,24,Bachelors,San Jose,2015,Legal,3,118800
14611,Blair Preston,Male,24,Masters,Columbus,2014,R&D,3,110000
